,Taxon,Branch Type,l1,l2,l1/l2
524,  ,internal,0.295665,0.049785549,5.938771546
525,G001778935,terminal,0.003963,0.001753576,2.259953762
526,G001780605,terminal,0.104695,0.005227358,20.02828274
527,  ,internal,0.005145,2.45E-06,2097.859327
528,G001780425,terminal,0.394852,2.18E-06,180826.1586
529,  ,internal,0.425817,1.00E-06,425817
530,G001778755,terminal,0.069162,0.005886081,11.75009294
531,  ,internal,0.00721,2.15E-06,3360.365399
532,G001778395,terminal,0.000166,2.54E-06,65.2823659
533,G001780725,terminal,0.000166,2.58E-06,64.22657278
534,  ,internal,0.000358,2.32E-06,154.2172827
535,G001778655,terminal,0.071605,0.005672595,12.62297017
536,  ,internal,0.033553,2.00E-06,16769.79208
537,  ,internal,0.656907,2.45E-06,268662.6314
538,G000998125,terminal,0.146805,0.015269364,9.61434936
539,  ,internal,0.050095,0.001146061,43.71059927
540,G001778415,terminal,0.323987,0.005722461,56.61672487
541,  ,internal,0.501028,2.13E-06,235412.3009
542,G001002485,terminal,0.198773,0.036349796,5.468338835
543,  ,internal,0.055935,0.000629677,88.83130025
544,G001000285,terminal,0.107669,0.019610098,5.490487745
545,  ,internal,0.317977,0.128637224,2.47188947
546,G001780645,terminal,0.165744,0.005032477,32.93487481
547,G001778465,terminal,0.031641,2.64E-06,11969.3588
548,  ,internal,0.055959,0.001556532,35.95107354
549,G001778635,terminal,0.04658,0.005360214,8.689951396
550,  ,internal,0.334948,0.123331508,2.715834791
551,  ,internal,0.128208,0.041702887,3.074319538
552,G001778435,terminal,2.00E-06,2.58E-06,0.77381413
553,G001778615,terminal,2.00E-06,2.58E-06,0.77381413
554,  ,internal,3.00E-06,0.000129859,0.023101909
555,G001780595,terminal,0.000141,2.58E-06,54.55389615
556,  ,internal,2.00E-06,2.02E-06,0.990687537
557,G000999145,terminal,0.059117,0.000921402,64.15983469
558,  ,internal,0.088256,2.39E-06,36993.75445
559,G000999085,terminal,0.028294,0.009947245,2.844405605
560,  ,internal,0.031991,0.001120952,28.53913714
561,G001000005,terminal,0.049839,0.005049948,9.869209753
562,  ,internal,0.225297,0.104550948,2.154901559
563,G001001285,terminal,0.048292,0.00704417,6.855598317
564,G000994865,terminal,0.092557,0.022062668,4.195186242
565,  ,internal,0.019004,0.001179314,16.11445571
566,G000998195,terminal,0.052656,0.004986543,10.55962037
567,  ,internal,0.210846,0.091264254,2.310280221
568,  ,internal,0.184108,0.071419533,2.577838202
569,  ,internal,0.254792,0.078791042,3.233768618
570,G001780565,terminal,0.061476,0.000371537,165.464094
571,G001778955,terminal,0.064916,0.000364561,178.0660267
572,  ,internal,0.088571,2.05E-06,43224.34239
573,G001778555,terminal,0.020554,0.003951525,5.201536774
574,  ,internal,0.001716,2.77E-06,620.5923836
575,G001778875,terminal,0.014388,0.000123237,116.7510301
576,  ,internal,0.016878,0.00319225,5.28718022
577,G001000585,terminal,0.081486,0.002188259,37.23781559
578,  ,internal,0.369663,0.09560183,3.866693753
579,G001778735,terminal,0.038362,0.135068568,0.284018707
580,  ,internal,0.234693,0.065815547,3.565920396
581,G001780695,terminal,0.044528,2.58E-06,17228.19779
582,G001780445,terminal,0.157446,0.003495072,45.04800546
583,  ,internal,0.080974,0.007498259,10.79904044
584,G001778595,terminal,0.101222,0.003546196,28.54382636
585,  ,internal,0.441539,0.154145742,2.864425542
586,  ,internal,0.291011,0.080309879,3.62360152
587,  ,internal,0.178012,0.068160646,2.611653655
588,G001780515,terminal,0.3187,0.294711041,1.081398238
589,  ,internal,0.329371,0.115294885,2.856770282
590,G001778705,terminal,0.000314,2.58E-06,121.4888184
591,G001780495,terminal,0.000593,0.000135764,4.367873663
592,  ,internal,0.000151,2.70E-06,55.87212314
593,G001778905,terminal,0.085321,0.012370815,6.896958912
594,  ,internal,0.096803,6.08E-05,1591.521138
595,G001780705,terminal,0.046382,0.009486544,4.889241168
596,  ,internal,0.194754,0.08139661,2.392654922
597,G001778545,terminal,0.049141,0.007043156,6.977128065
598,G001780535,terminal,0.062029,0.019784992,3.135154241
599,  ,internal,0.21215,0.073071475,2.903321725
600,  ,internal,0.233667,0.031100597,7.513264183
601,G001780635,terminal,0.298579,0.007715,38.70110125
602,G001780475,terminal,0.270089,2.54E-06,106217.1622
603,  ,internal,0.424376,2.30E-06,184222.9554
604,G001780555,terminal,0.138717,0.007399837,18.7459527
605,  ,internal,0.060362,0.0024907,24.234955
606,G001780415,terminal,0.505546,0.015396848,32.83438273
607,  ,internal,0.518278,0.012895015,40.19212075
608,G001780775,terminal,0.059293,0.008223659,7.210051254
609,  ,internal,0.036162,0.00025504,141.7894676
610,G001778855,terminal,0.046149,0.006986797,6.60517249
611,  ,internal,0.219275,0.071946992,3.04772993
612,  ,internal,0.293726,0.124112914,2.366603045
613,G001778665,terminal,0.191267,0.001520442,125.7969474
614,G001778535,terminal,0.567795,0.012756398,44.51060593
615,  ,internal,0.219581,2.00E-06,109735.6322
616,G001778775,terminal,0.093887,2.58E-06,36325.5436
617,  ,internal,0.147986,0.00169032,87.54909795
618,G001778975,terminal,0.115815,0.021722611,5.33154148
619,  ,internal,0.365752,0.17548018,2.084292373
620,  ,internal,0.490805,0.188678328,2.601279142
621,G001819395,terminal,0.532313,0.349625971,1.522521335
622,G001820815,terminal,0.574937,0.360099373,1.596606501
623,  ,internal,0.026119,0.037218602,0.701772732
624,  ,internal,0.098321,0.030778146,3.194506939
625,  ,internal,0.559584,0.035814324,15.62458641
626,G001822475,terminal,0.398256,0.485467146,0.820356234
627,  ,internal,0.062571,0.029028718,2.155486193
628,G001821685,terminal,0.047693,0.012023868,3.966527145
629,G001819855,terminal,0.063879,0.000135224,472.3946524
630,  ,internal,0.062888,0.006297418,9.986315026
631,G001821755,terminal,0.505418,0.00929738,54.3613362
632,  ,internal,0.617379,2.67E-06,230968.5746
633,G001003085,terminal,0.059322,0.01572676,3.77204212
634,  ,internal,0.014301,2.54E-06,5628.320674
635,G001819905,terminal,0.04245,0.008505332,4.990986654
636,  ,internal,0.009085,0.003953798,2.297790398
637,G001821795,terminal,0.029831,0.007275487,4.100206851
638,  ,internal,0.119367,0.415128306,0.287542425
639,G001819815,terminal,0.081922,0.021312131,3.843914078
640,G001819735,terminal,0.078298,0.010284982,7.612847696
641,  ,internal,0.173848,0.051273106,3.390627464
642,G001819785,terminal,0.094565,0.064286235,1.470999205
643,  ,internal,0.307734,0.075098698,4.097727527
644,G001821725,terminal,0.005869,0.093397884,0.062838683
645,  ,internal,0.465585,0.183762904,2.533617996
646,G001819875,terminal,0.405426,0.257454172,1.574750166
647,  ,internal,0.428573,0.133404038,3.212593917
648,  ,internal,0.020144,0.041979293,0.479855631
649,  ,internal,0.318794,0.041509133,7.680093031
650,  ,internal,0.195592,0.034167154,5.724562217
651,G001820565,terminal,0.501941,0.015910798,31.54719224
652,G001820685,terminal,0.527732,0.007155959,73.74720535
653,  ,internal,0.758287,0.002880188,263.2768837
654,G001003045,terminal,0.238485,0.036895978,6.463712692
655,  ,internal,0.215398,0.002746968,78.41300221
656,G001822325,terminal,0.217834,0.075280425,2.89363404
657,  ,internal,0.072063,0.000484249,148.8139366
658,G001822415,terminal,0.21202,0.026623604,7.963610036
659,  ,internal,0.596925,0.243911421,2.447302379
660,G001820775,terminal,0.040832,0.003960278,10.31038782
661,G000998135,terminal,0.04924,0.006280797,7.83976938
662,  ,internal,0.05318,0.000631317,84.23661714
663,G001822305,terminal,0.109588,0.009543371,11.48315364
664,  ,internal,0.373143,0.159323363,2.342048235
665,G001820675,terminal,0.147626,0.186044271,0.793499308
666,  ,internal,0.232572,0.046064454,5.048838775
667,  ,internal,0.190411,0.076585535,2.486252799
668,G001820715,terminal,0.201646,0.011016286,18.30435362
669,G001820635,terminal,0.185837,0.011778222,15.77801838
670,  ,internal,0.696835,0.256863341,2.712862794
671,  ,internal,0.324592,0.096725861,3.355793338
672,G001822385,terminal,0.126962,0.149631388,0.848498444
673,G001820755,terminal,0.131953,0.180953307,0.729210216
674,  ,internal,0.482833,0.196421632,2.458145748
675,  ,internal,0.081101,0.040102629,2.022336236
676,G001820725,terminal,0.075955,0.016388968,4.634520002
677,G001822295,terminal,0.069294,0.003871037,17.9006288
678,  ,internal,0.028065,0.000253593,110.6695458
679,G001822375,terminal,0.188442,0.016146618,11.67067934
680,  ,internal,0.086515,0.005828333,14.84386778
681,G001822455,terminal,0.265363,0.020681089,12.83119085
682,  ,internal,0.777288,0.336032266,2.313135016
683,G001001625,terminal,0.172813,0.261848703,0.659972716
684,G001822345,terminal,0.189865,0.243021966,0.781266826
685,  ,internal,0.09775,0.072620323,1.346041941
686,G001822215,terminal,0.238769,0.284673165,0.838747831
687,  ,internal,0.745054,0.057029146,13.06444264
688,  ,internal,0.284785,0.074704255,3.812165719
689,  ,internal,0.075615,0.041435842,1.824869397
690,G001004435,terminal,0.16389,0.032383731,5.060874533
691,G001004285,terminal,0.157477,0.028742091,5.478968091
692,  ,internal,0.331649,0.114277432,2.902139068
693,G001822425,terminal,0.068047,0.175090932,0.388638059
694,  ,internal,0.477198,0.046523704,10.25709389
695,G001820595,terminal,0.075398,0.206396291,0.365306951
696,  ,internal,0.513584,0.218756907,2.347738442
697,  ,internal,0.348206,0.074415634,4.679204923
698,  ,internal,0.203286,0.032095635,6.333758489
699,G001817875,terminal,0.102122,0.01351061,7.55865222
700,G001817915,terminal,0.106313,0.005958988,17.84078042
701,  ,internal,0.486078,0.206848824,2.349919091
702,G001817995,terminal,0.209428,0.031468679,6.655125223
703,G001818675,terminal,0.208016,0.011102174,18.7365112
704,  ,internal,0.583258,0.290494603,2.007810104
705,  ,internal,0.188691,0.055610743,3.393067391
706,G001818695,terminal,0.161295,0.011591541,13.91488797
707,G001817975,terminal,0.147336,0.00938631,15.69690376
708,  ,internal,0.559622,0.192419947,2.90833674
709,G001818705,terminal,0.153971,0.216697317,0.71053487
710,  ,internal,0.304661,0.111310839,2.737029056
711,  ,internal,0.158822,0.042824059,3.708709664
712,G001793855,terminal,0.055815,0.000988583,56.45962209
713,G001002005,terminal,0.056114,0.000119689,468.8325056
714,  ,internal,0.754852,0.324706181,2.324723225
715,  ,internal,0.024249,0.038300577,0.633123619
716,G001818535,terminal,0.192329,0.011170928,17.21692205
717,G001818595,terminal,0.20684,0.022918101,9.025180537
718,  ,internal,0.741121,0.295323861,2.509519538
719,G001818015,terminal,0.067915,0.00380352,17.85582735
720,G001817925,terminal,0.073655,0.001821308,40.44072733
721,  ,internal,0.775087,0.366813582,2.113026991
722,  ,internal,0.182181,0.051279116,3.552732865
723,  ,internal,0.137398,0.037679233,3.646517945
724,G001818655,terminal,0.321039,0.000165213,1943.178909
725,G001818545,terminal,0.320732,0.000925598,346.5133935
726,  ,internal,0.582688,0.0115535,50.43389449
727,G001004965,terminal,0.289716,0.060430946,4.794166197
728,  ,internal,0.516907,0.221243396,2.336372558
729,G001005035,terminal,0.622471,0.244408823,2.546843414
730,  ,internal,0.042736,0.029632133,1.442218144
731,G001818895,terminal,0.318363,0.326685213,0.974525283
732,  ,internal,0.175077,0.058934715,2.970693913
733,G001818615,terminal,0.434321,0.293829592,1.478139072
734,  ,internal,0.040203,0.030570033,1.31511144
735,G001818625,terminal,0.219112,0.226755944,0.966289996
736,G001819945,terminal,0.183911,0.307111729,0.59884069
737,  ,internal,0.256471,0.076834362,3.337972655
738,  ,internal,0.358339,0.080266209,4.464381779
739,G001821355,terminal,0.350552,0.003449405,101.6267905
740,G001821375,terminal,0.361584,0.007075564,51.10320606
741,  ,internal,0.449469,0.007829225,57.4091276
742,G001818915,terminal,0.252083,0.014866616,16.95631351
743,  ,internal,0.883037,0.429335955,2.056750639
744,  ,internal,0.050494,0.034372116,1.469039613
745,  ,internal,0.043987,0.017776496,2.474447158
746,G001817675,terminal,0.425477,0.021686341,19.61958487
747,G001817805,terminal,0.383745,0.001311654,292.5656331
748,  ,internal,0.464403,0.002360965,196.7004767
749,G001817715,terminal,0.275986,0.022308176,12.37151785
750,  ,internal,0.672659,0.246738654,2.726200336
751,G001817755,terminal,0.401019,0.339219173,1.18218259
752,  ,internal,0.052409,0.049724165,1.053994578
753,G001817635,terminal,0.174112,2.33E-06,74578.94286
754,G001002165,terminal,0.173567,2.80E-06,61979.36009
755,  ,internal,0.778332,0.321296144,2.422475386
756,G001817685,terminal,0.349421,0.239363432,1.459792738
757,  ,internal,0.308039,0.129174035,2.384682028
758,  ,internal,0.220097,0.049278109,4.466425447
759,G001817735,terminal,0.416889,0.374630501,1.112800476
760,  ,internal,0.230505,0.066791378,3.451119116
761,  ,internal,0.029957,0.023885671,1.254182884
762,G000998475,terminal,0.008573,2.58E-06,3316.954268
763,G001029635,terminal,0.161007,0.0081107,19.85118546
764,  ,internal,0.011605,2.63E-06,4414.897664
765,G001000945,terminal,0.046974,0.000214469,219.0243545
766,  ,internal,0.071839,0.006580961,10.91618769
767,G001002795,terminal,0.189567,0.000112594,1683.63024
768,  ,internal,0.261496,2.77E-06,94321.16578
769,G001003095,terminal,0.033454,0.015813819,2.11549152
770,  ,internal,0.043914,2.35E-06,18684.42327
771,G001002585,terminal,0.000459,0.002379623,0.192887737
772,  ,internal,0.00605,2.05E-06,2953.957326
773,G001000305,terminal,0.22549,0.001201448,187.6818014
774,  ,internal,0.36152,0.016513801,21.89199177
775,G001003425,terminal,0.129926,0.045954973,2.827245723
776,  ,internal,0.026108,2.19E-06,11927.45214
777,G001003645,terminal,0.066724,0.00814815,8.188852885
778,  ,internal,0.214255,0.066302172,3.231492929
779,G001793945,terminal,3.90E-05,2.47E-06,15.79778831
780,G001793935,terminal,3.90E-05,2.44E-06,15.9849168
781,  ,internal,0.000115,2.81E-06,40.93692154
782,G001793975,terminal,0.024579,0.020380562,1.206002102
783,  ,internal,0.06336,0.04070495,1.556567464
784,G001793895,terminal,0.012454,0.024318546,0.512119442
785,  ,internal,0.142514,0.079219117,1.798984953
786,G000993695,terminal,0.044548,0.012234079,3.641303964
787,G001000675,terminal,0.044926,0.013527995,3.320965228
788,  ,internal,0.179597,0.073999843,2.426991626
789,  ,internal,0.149834,0.033882939,4.4221075
790,  ,internal,0.756704,0.30060132,2.517300989
791,G001001115,terminal,0.059927,0.011040955,5.42770102
792,G000996445,terminal,0.058378,0.018334409,3.184067745
793,  ,internal,0.236052,0.311175608,0.758581309
794,  ,internal,0.233821,0.050654897,4.615960418
795,G001793865,terminal,0.212406,0.027152645,7.822663231
796,G001793815,terminal,0.210349,0.019586073,10.73972296
797,  ,internal,0.667846,0.312713971,2.135644906
798,G001000105,terminal,0.224746,0.266522301,0.843254015
799,  ,internal,0.444879,0.17946535,2.478913063
800,  ,internal,0.136482,0.053850456,2.534463218
801,  ,internal,0.022256,0.019693674,1.130109084
802,G001779535,terminal,0.041659,0.003392101,12.28117985
803,G001779555,terminal,0.087389,0.014146663,6.177357912
804,  ,internal,0.14255,0.004578986,31.13134587
805,G001002015,terminal,0.259201,0.01904781,13.60791637
806,  ,internal,0.886047,0.371770034,2.383320116
807,G001004105,terminal,0.114153,0.008251669,13.83392896
808,G001003525,terminal,0.111115,0.003457907,32.13360175
809,  ,internal,0.439109,0.172664996,2.543126927
810,G001779475,terminal,0.130478,0.18637289,0.700091091
811,  ,internal,0.37708,0.105747419,3.565855338
812,  ,internal,0.061164,0.039224067,1.55934877
813,G001779505,terminal,0.569401,0.41768563,1.363228609
814,  ,internal,0.318205,0.056052382,5.67692197
815,G001779575,terminal,0.379427,0.415161082,0.913927188
816,  ,internal,0.13866,0.038408189,3.610167594
817,  ,internal,0.204813,0.042055356,4.870081291
818,G001824435,terminal,0.234924,0.036528452,6.431260796
819,G001824395,terminal,0.227351,0.025277281,8.994282257
820,  ,internal,0.728135,0.395275474,1.842095065
821,  ,internal,0.379074,0.052816362,7.177207713
822,G001001795,terminal,0.467993,0.361620599,1.294154707
823,G001872485,terminal,0.438574,0.295889129,1.482224106
824,  ,internal,0.064185,0.07249396,0.885384111
825,G001002095,terminal,0.054044,0.181218059,0.298226349
826,G001817215,terminal,0.06079,0.208613162,0.291400598
827,  ,internal,0.40465,0.155641606,2.599883226
828,  ,internal,0.593031,0.265587757,2.232900366
829,  ,internal,0.149193,0.032571151,4.580525947
830,G001774165,terminal,1.00E-06,2.58E-06,0.386907065
831,G001775915,terminal,1.00E-06,2.58E-06,0.386907065
832,  ,internal,1.00E-06,2.10E-06,0.476826245
833,G001774215,terminal,0.001556,2.58E-06,602.027393
834,  ,internal,0.002026,2.42E-06,838.715019
835,G001775885,terminal,0.254169,0.008637061,29.42771955
836,  ,internal,0.240107,2.38E-06,100881.0554
837,G000996315,terminal,0.059307,0.013987632,4.239959957
838,  ,internal,0.005069,2.31E-06,2193.138061
839,G000999665,terminal,0.070633,0.000146506,482.1171025
840,  ,internal,0.09588,2.20E-06,43613.53712
841,G000999325,terminal,0.062943,0.00720945,8.730624752
842,  ,internal,0.103753,2.79E-06,37150.17187
843,G000995795,terminal,0.032987,0.014860341,2.219801043
844,  ,internal,0.002286,0.000318145,7.185414175
845,G000999865,terminal,0.087986,0.005830949,15.08948304
846,  ,internal,0.43235,0.192304578,2.248256406
847,G000998315,terminal,1.012725,0.025636895,39.50263806
848,G000998395,terminal,0.802375,0.017045476,47.07260797
849,  ,internal,1.053038,5.05E-05,20868.39513
